Category,Name,Variant Name,Price,URL,SKU
Hoodie,Prom Night 5 Year Anniversary Hoodie,Small,45.00,https://jeffreestarcosmetics.com/products/prom-night-5-year-anniversary-hoodie,JSC-HOL-JS553-OW-HD-U-R-BK-002
Hoodie,Prom Night 5 Year Anniversary Hoodie,Medium,45.00,https://jeffreestarcosmetics.com/products/prom-night-5-year-anniversary-hoodie,JSC-HOL-JS553-OW-HD-U-R-BK-003
Hoodie,Prom Night 5 Year Anniversary Hoodie,Large,45.00,https://jeffreestarcosmetics.com/products/prom-night-5-year-anniversary-hoodie,JSC-HOL-JS553-OW-HD-U-R-BK-004
Hoodie,Prom Night 5 Year Anniversary Hoodie,X-Large,45.00,https://jeffreestarcosmetics.com/products/prom-night-5-year-anniversary-hoodie,JSC-HOL-JS553-OW-HD-U-R-BK-005
Hoodie,Prom Night 5 Year Anniversary Hoodie,2X-Large,45.00,https://jeffreestarcosmetics.com/products/prom-night-5-year-anniversary-hoodie,JSC-HOL-JS553-OW-HD-U-R-BK-006
Hoodie,Prom Night 5 Year Anniversary Hoodie,3X-Large,45.00,https://jeffreestarcosmetics.com/products/prom-night-5-year-anniversary-hoodie,JSC-HOL-JS553-OW-HD-U-R-BK-007
Hoodie,Prom Night 5 Year Anniversary Hoodie,4X-Large,45.00,https://jeffreestarcosmetics.com/products/prom-night-5-year-anniversary-hoodie,JSC-HOL-JS553-OW-HD-U-R-BK-008
cosmetic,Mistletoe 5 Year Anniversary Edition,,18.00,https://jeffreestarcosmetics.com/products/mistletoe-5-year-anniversary-edition,JSC-HOL-JS548-LP-LL-N-R-19-REG
Straw Travel Sleeve,Pink Straw Travel Sleeve,,12.00,https://jeffreestarcosmetics.com/products/pink-straw-travel-bag,JSC-JSC-JS532-AC-SB-N-R-PK-OFA
Extreme Frost,Extreme Frost: Sour Ice,,50.00,https://jeffreestarcosmetics.com/products/extreme-frost-sour-ice,JSC-HOL-JS544-FC-EX-N-R-19-REG
Extreme Frost,Extreme Frost: Lick My Glit,,50.00,https://jeffreestarcosmetics.com/products/extreme-frost-lick-my-glit,JSC-HOL-JS546-FC-EX-N-R-19-REG
Extreme Frost,Extreme Frost: Gag Me,,50.00,https://jeffreestarcosmetics.com/products/extreme-frost-gag-me,JSC-HOL-JS545-FC-EX-N-R-19-REG
cosmetic,Hoe Hoe Hoe 5 Year Anniversary Edition,,18.00,https://jeffreestarcosmetics.com/products/hoe-hoe-hoe-5-year-anniversary-edition,JSC-HOL-JS547-LP-LL-N-R-19-REG
cosmetic,Drug Lord 5 Year Anniversary Edition,,18.00,https://jeffreestarcosmetics.com/products/drug-lord-5-year-anniversary-edition,JSC-HOL-JS551-LP-LL-N-R-19-REG
cosmetic,Doll Parts 5 Year Anniversary Edition,,18.00,https://jeffreestarcosmetics.com/products/doll-parts-5-year-anniversary-edition,JSC-HOL-JS550-LP-LL-N-R-19-REG
cosmetic,Androgyny 5 Year Anniversary Edition,,18.00,https://jeffreestarcosmetics.com/products/androgyny-5-year-anniversary-edition,JSC-HOL-JS549-LP-LL-N-R-19-REG
Straw Travel Sleeve,Black Straw Travel Sleeve,,12.00,https://jeffreestarcosmetics.com/products/black-straw-travel-sleeve,JSC-JSC-JS532-AC-SB-N-R-BK-OFA
cosmetic,5 Year Anniversary Velour Liquid Lipstick Bundle,,75.00,https://jeffreestarcosmetics.com/products/5-year-anniversary-velour-liquid-lipstick-bundle,JSC-HOL-JS552-BU-BU-N-R-19-OFA
Mirror,Blue Chrome Hand Mirror,,25.00,https://jeffreestarcosmetics.com/products/blue-chrome-hand-mirror,JSC-JSC-JS382-AC-HM-N-R-CU-OFA
Mirror,Baby Pink Chrome Hand Mirror,,25.00,https://jeffreestarcosmetics.com/products/baby-pink-chrome-hand-mirror,JSC-JSC-JS381-AC-HM-N-R-CU-OFA
Phone Case,Holographic iPhone Case,6 / 7 / 8,15.00,https://jeffreestarcosmetics.com/products/holographic-iphone-case,JSC-JSC-JS124-AC-CA-N-R-CU-IP6
Phone Case,Holographic iPhone Case,6+ / 7+ / 8+,15.00,https://jeffreestarcosmetics.com/products/holographic-iphone-case,JSC-JSC-JS124-AC-CA-N-R-CU-I6P
Phone Case,Holographic iPhone Case,X,15.00,https://jeffreestarcosmetics.com/products/holographic-iphone-case,JSC-JSC-JS124-AC-CA-N-R-CU-IPX
Phone Case,Holographic iPhone Case,XR,15.00,https://jeffreestarcosmetics.com/products/holographic-iphone-case,JSC-JSC-JS124-AC-CA-N-R-CU-IXR
Phone Case,Holographic iPhone Case,XS Max,15.00,https://jeffreestarcosmetics.com/products/holographic-iphone-case,JSC-JSC-JS124-AC-CA-N-R-CU-IMX
Phone Case,Holographic iPhone Case,11,15.00,https://jeffreestarcosmetics.com/products/holographic-iphone-case,JSC-JSC-JS124-AC-CA-N-R-CU-I11
Phone Case,Holographic iPhone Case,11 Pro,15.00,https://jeffreestarcosmetics.com/products/holographic-iphone-case,JSC-JSC-JS124-AC-CA-N-R-CU-IPR
Phone Case,Holographic iPhone Case,11 Pro Max,15.00,https://jeffreestarcosmetics.com/products/holographic-iphone-case,JSC-JSC-JS124-AC-CA-N-R-CU-IPM
Makeup Bag,Holographic Black Makeup Bag,,25.00,https://jeffreestarcosmetics.com/products/black-makeup-bag,JSC-JSC-JS166-AC-MB-N-R-BK-OFA
Makeup Bag,Holographic Purple Makeup Bag,,25.00,https://jeffreestarcosmetics.com/products/purple-makeup-bag,JSC-JSC-JS170-AC-MB-N-R-PR-OFA
Makeup Bag,Holographic Pink Makeup Bag,,25.00,https://jeffreestarcosmetics.com/products/holographic-pink-makeup-bag,JSC-JSC-JS123-AC-MB-N-R-PK-OFA
Mirror,Red Hand Mirror,,25.00,https://jeffreestarcosmetics.com/products/red-hand-mirror,JSC-LSC-JS120-AC-HM-N-R-RD-OFA
Makeup Bag,Holographic Silver Makeup Bag,,25.00,https://jeffreestarcosmetics.com/products/holographic-silver-makeup-bag,JSC-JSC-JS280-AC-MB-N-R-CU-OFA
Lip Gloss,The Gloss: Shane Glossin',,18.00,https://jeffreestarcosmetics.com/products/the-gloss-shane-glossin,JSC-SDC-JS462-LP-GL-N-R-19-REG
